Date,Team,Acquired,Relinquished,Notes
2016-04-13,Mavericks,,Jose Barea ,Groin
2016-04-13,Nuggets,,Joffrey Lauvergne,Back
2016-04-13,Pacers,,Paul George,Ankle
2016-04-13,Pelicans,,Luke Babbitt,Season
2016-04-13,Pistons,,Marcus Morris,Ankle
2016-04-13,Pistons,,Tobias Harris,Ankle
2016-04-13,Raptors,,Jonas Valanciunas,Ankle
2016-04-13,Raptors,,Kyle Lowry,Ankle
2016-04-14,Mavericks,,David Lee,Heel
2016-04-16,Mavericks,Jose Barea ,,Ankle
2016-04-16,Raptors,DeMar DeRozan,,Ankle
2016-04-16,Warriors,,Stephen Curry,Ankle
2016-04-17,Cavaliers,Kevin Love,,Ankle
2016-04-18,Mavericks,,Jose Barea ,Groin
2016-04-18,Thunder,,Cameron Payne,Hip
2016-04-20,Hornets,,Nicolas Batum,Foot
2016-04-21,Mavericks,,Deron Williams,Hernia
2016-04-21,Mavericks,Jose Barea ,,Ankle
2016-04-22,Grizzlies,,Jarell Martin,Foot
2016-04-22,Spurs,,Kevin Martin,Ankle
2016-04-24,Mavericks,,Deron Williams,Hernia
2016-04-25,Clippers,,Chris Paul,Hand
2016-04-25,Mavericks,,David Lee,Heel
2016-04-25,Mavericks,,Salah Mejri,Hip
2016-04-25,Warriors,,Stephen Curry,Knee
2016-04-26,Clippers,,Blake Griffin,Quadriceps
2016-04-26,Clippers,,Chris Paul,Hand
2016-04-28,Hornets,,Spencer Hawes,Knee
2016-05-01,Hornets,,Tyler Hansbrough,Back
2016-05-05,Wizards,,John Wall ,Knee
2016-05-07,Heat,,Hassan Whiteside,Knee
2016-05-07,Raptors,,Jonas Valanciunas,Ankle
2016-05-09,Hornets,,Kemba Walker,Knee
2016-05-10,Mavericks,,Devin Harris,Toe Thumb
2016-05-12,Heat,,Luol Deng,Wrist
2016-05-17,Celtics,,Kelly Olynyk,Shoulder
2016-06-05,Cavaliers,,Kevin Love,Head
2016-06-08,Jazz,,Alec Burks,Knee Ankle
2016-06-15,Warriors,,Andrew Bogut,Knee
2016-06-29,Hornets,,Frank Kaminsky,Lung
2016-06-30,Mavericks,,Salah Mejri,Knee
2016-07-06,Magic,,C.J. Watson,Hand
2016-07-08,Magic,,C.J. Watson,Hand
2016-07-19,Magic,,Jodie Meeks,Foot
2016-07-25,Thunder,,Cameron Payne,Foot
2016-08-02,Raptors,,Delon Wright,Shoulder
2016-08-31,Blazers,,Noah Vonleh,Thigh
2016-09-08,Heat,,Josh Richardson,Knee
2016-09-15,Suns,,P.J. Tucker,Back
2016-09-21,Bucks,,Khris Middleton,Hamstring
2016-09-22,Hawks,,Paul Millsap,Knee
2016-09-26,Timberwolves,,Nikola Pekovic,Ankle
2016-09-29,Bucks,,Khris Middleton,Hamstring
2016-10-01,76ers,,Ben Simmons,Foot
2016-10-04,76ers,,Ben Simmons,Foot
2016-10-04,Bulls,,Denzel Valentine,Ankle
2016-10-04,Timberwolves,,Nikola Pekovic,Foot
2016-10-05,Nuggets,,Gary Harris,Groin
2016-10-05,Pistons,,Reggie Jackson ,Knee
2016-10-06,Hornets,,Cody Zeller,Knee
2016-10-07,Jazz,,Gordon Hayward,Ring Finger
2016-10-08,Clippers,,Brice Johnson,Lower back
2016-10-10,Pistons,,Reggie Jackson ,Thumb
2016-10-11,Hawks,,Tiago Splitter,Hamstring
2016-10-12,Pelicans,,Anthony Davis,Ankle
2016-10-12,Rockets,,Clint Capela,Hamstring
2016-10-12,Rockets,,Pablo Prigioni,Shoulder
2016-10-12,Suns,,Brandon Knight,Knee
2016-10-12,Suns,,John Jenkins,Abdomen
2016-10-12,Thunder,,Ronnie Price,Head
2016-10-15,76ers,,Hollis Thompson,Ankle
2016-10-15,Clippers,,Alan Anderson,Ankle
2016-10-15,Grizzlies,,Marc Gasol,Ankle
2016-10-15,Heat,,Luke Babbitt,"Groin
Hip"
2016-10-15,Heat,,Okaro White,Ankle
2016-10-15,Knicks,,Chasson Randle,Orbital bone
2016-10-15,Knicks,,Kristaps Porzingis,Groin
2016-10-15,Pistons,,Aron Baynes,Lower back
2016-10-15,Wizards,,Ian Mahinmi,Knee
2016-10-16,Blazers,,Meyers Leonard,Back
2016-10-16,Clippers,,Chris Paul,Thumb
2016-10-16,Thunder,,Alex Abrines,Hip
2016-10-19,Pistons,,Aron Baynes,Nose
2016-10-20,Celtics,,Marcus Smart,Ankle
2016-10-21,76ers,,Nerlens Noel,Knee
2016-10-21,Spurs,,Danny Green,Quadricep
2016-10-22,Rockets,,Patrick Beverley,Knee
2016-10-23,Raptors,,Jared Sullinger,Foot
2016-10-23,Rockets,,Patrick Beverley,Knee
2016-10-24,76ers,,Jerryd Bayless,Wrist
2016-10-24,Blazers,,Festus Ezeli,Knee
2016-10-24,Blazers,,Shabazz Napier,Ankle
2016-10-24,Bucks,,Michael Beasley,Elbow
2016-10-24,Bulls,,Cristiano Felicio,Neck
2016-10-24,Cavaliers,,Kay Felder,Head
2016-10-24,Clippers,,Paul Pierce,Ankle
2016-10-24,Grizzlies,,Brandan Wright,Ankle
2016-10-24,Grizzlies,,Chandler Parsons,Knee
2016-10-24,Grizzlies,,Jarell Martin,Foot
2016-10-24,Heat,,Chris Bosh,Leg
2016-10-24,Heat,,Josh McRoberts,Foot
2016-10-24,Heat,,Wayne Ellington,Quadriceps
2016-10-24,Hornets,,Brian Roberts,Hamstring
2016-10-24,Hornets,,Frank Kaminsky,Foot
2016-10-24,Jazz,,Alec Burks,Leg
2016-10-24,Jazz,,Derrick Favors,Knee
2016-10-24,Lakers,,Jose Calderon,Calf
2016-10-24,Mavericks,,Devin Harris,Toe
2016-10-24,Mavericks,,Jose Barea ,Elbow
2016-10-24,Nets,,Caris LeVert,Foot
2016-10-24,Nuggets,,Darrell Arthur,Knee
2016-10-24,Pacers,,Aaron Brooks,Knee
2016-10-24,Pacers,,C.J. Miles,Knee
2016-10-24,Pelicans,,Quincy Pondexter,Knee
2016-10-24,Pelicans,,Tyreke Evans,Knee
2016-10-24,Pistons,,Reggie Jackson ,Knee
2016-10-24,Raptors,,Delon Wright,Shoulder
2016-10-24,Wizards,,Jason Smith,Ribs
2016-10-26,Grizzlies,,Tony Allen,Knee
2016-10-26,Hawks,, Mike Scott,Knee
2016-10-26,Pacers,,Aaron Brooks,Knee
2016-10-26,Raptors,,Lucas Nogueira,Ankle
2016-10-27,Blazers,,Meyers Leonard,Ankle
2016-10-28,Knicks,,Ron Baker,Ankle
2016-10-28,Pacers,,Rodney Stuckey,Hamstring
2016-10-29,Hornets,,Jeremy Lamb,Hamstring
2016-10-29,Magic,Arinze Onuaku,,Ankle
2016-10-29,Nets,,Greivis Vasquez,Ankle
2016-10-29,Spurs,, Tony Parker,Knee
2016-10-29,Warriors,,Patrick McCaw,Ankle
2016-10-30,Mavericks,,Dirk Nowitzki,Ankle
2016-10-31,Timberwolves,,Ricky Rubio,Elbow
2016-11-01,Bulls,,Doug McDermott,Head
2016-11-01,Bulls,,Michael Carter-Williams,Knee
2016-11-01,Jazz,,Alec Burks,Ankle
2016-11-01,Jazz,,Boris Diaw,Leg
2016-11-01,Nuggets,,Will Barton,Ankle
2016-11-02,76ers,,Joel Embiid,Foot
2016-11-02,Celtics,,Jae Crowder,Ankle
2016-11-02,Grizzlies,,Jarell Martin,Foot
2016-11-02,Hornets,,Christian Wood,Throat
2016-11-02,Jazz,,Boris Diaw,Leg
2016-11-02,Mavericks,,Wes Matthews Jr.,Foot
2016-11-02,Nets,,Jeremy Lin,Hamstring
2016-11-02,Pelicans,,Dante Cunningham,Hip
2016-11-03,Kings,,Anthony Tolliver,Knee
2016-11-03,Spurs,, Tony Parker,Knee
2016-11-04,Mavericks,,Dirk Nowitzki,Achilles
2016-11-05,Pelicans,,Lance Stephenson,Groin
2016-11-06,Mavericks,,Deron Williams,Calf
2016-11-06,Raptors,,Jonas Valanciunas,Knee
2016-11-07,Jazz,,George Hill,Thumb
2016-11-07,Lakers,,Larry Nance Jr.,Head
2016-11-07,Nuggets,,Wilson Chandler,Hamstring
2016-11-07,Pistons,,Reggie Bullock,Back
2016-11-08,Nuggets,,Darrell Arthur,Knee
2016-11-09,76ers,,Joel Embiid,Foot
2016-11-09,Mavericks,,Andrew Bogut,Ankle
2016-11-09,Mavericks,,Wes Matthews Jr.,Ankle
2016-11-09,Raptors,,Terrence Ross,Index Finger
2016-11-09,Wizards,,Bradley Beal,Hamstring
2016-11-10,Lakers,,Ivica Zubac,Back
2016-11-11,Heat,,Goran Dragic,Ankle
2016-11-12,Bulls,,Doug McDermott,Head
2016-11-12,Knicks,,Lance Thomas,Ankle
2016-11-12,Nets,,Isaiah Whitehead,Head
2016-11-12,Wizards,,Bradley Beal,Hamstring
2016-11-13,Nuggets,,Gary Harris,Ankle
2016-11-13,Timberwolves,,Zach LaVine,Knee
2016-11-13,Timberwolves,,Brandon Rush,Toe
2016-11-14,Bulls,,Rajon Rondo,Ankle
2016-11-14,Pelicans,,E'Twaun Moore,Toe
2016-11-15,Bulls,,Rajon Rondo,Ankle
2016-11-15,Heat,,Justise Winslow,Wrist
2016-11-15,Jazz,,Derrick Favors,Knee
2016-11-15,Mavericks,,Quincy Acy,Eye
2016-11-15,Nets,Isaiah Whitehead,,Ankle
2016-11-15,Spurs,,Dewayne Dedmon,Knee
2016-11-16,76ers,,Joel Embiid,Ankle
2016-11-16,Grizzlies,,Brandan Wright,Ankle
2016-11-16,Hawks,,Dwight Howard,Quadricep
2016-11-16,Hawks,,Thabo Sefolosha,Knee
2016-11-16,Pelicans,,Anthony Davis,Quadriceps
2016-11-17,Hornets,,Treveon Graham,Achilles
2016-11-17,Mavericks,,Jose Barea ,Calf
2016-11-17,Pelicans,,Alex Ajinca,Shoulder
2016-11-18,Mavericks,,Deron Williams,Calf
2016-11-18,Pacers,,C.J. Miles,Knee
2016-11-18,Suns,,T.J. Warren,Ankle
2016-11-18,Thunder,,Semaj Christon,Head
2016-11-18,Hornets,,Jeremy Lamb,Hamstring
2016-11-18,Lakers,,Ivica Zubac,Ankle
2016-11-19,Hornets,,Cody Zeller,Shoulder
2016-11-19,Pacers,,C.J. Miles,Knee
2016-11-19,Rockets,,Montrezl Harrell,Calf
2016-11-20,Bulls,,Dwyane Wade,Ankle
2016-11-20,Bulls,,Paul Zipser,Lower back
2016-11-20,Heat,,Willie Reed,Knee
2016-11-20,Pacers,,C.J. Miles,Knee
2016-11-20,Pacers,,Kevin Seraphin,Knee
2016-11-21,Lakers,,D'Angelo Russell,Knee
2016-11-21,Mavericks,,Andrew Bogut,Calf
2016-11-21,Pacers,,Myles Turner,Ankle
2016-11-21,Raptors,,Delon Wright,Shoulder
2016-11-21,Spurs,, Tony Parker,Knee
2016-11-21,Hornets,,Christian Wood,Ankle
2016-11-23,76ers,,Gerald Henderson Jr.,Ankle
2016-11-23,76ers,,Richaun Holmes,Ankle
2016-11-23,Grizzlies,,James Ennis,Calf
2016-11-23,Hawks,,Kyle Korver,Ankle
2016-11-23,Lakers,,Julius Randle,Hip
2016-11-23,Nuggets,,Danilo Gallinari,Thigh
2016-11-23,Pacers,,Joe Young,Ankle
2016-11-23,Raptors,,Delon Wright,Shoulder
2016-11-23,Suns,,T.J. Warren,Head
2016-11-24,Nuggets,,Juan Hernangomez,Ankle
2016-11-24,Pelicans,,Dante Cunningham,Fibula
2016-11-25,Bulls,,Michael Carter-Williams,Wrist
2016-11-25,Heat,,Goran Dragic,Elbow
2016-11-25,Lakers,,Nick Young,Toe
2016-11-25,Nets,,Rondae Hollis-Jefferson,Ankle
2016-11-25,Nuggets,,Juan Hernangomez,Ankle
2016-11-25,Pacers,,Kevin Seraphin,Knee
2016-11-25,Pacers,,Paul George,"Back
Ankle"
2016-11-25,Raptors,,Delon Wright,Shoulder
2016-11-25,Wizards,,Danuel House,Wrist
2016-11-25,Nuggets,,Gary Harris,Foot
2016-11-26,Hornets,,Nicolas Batum,Eye
2016-11-26,Warriors,,Draymond Green,Ankle
2016-11-27,76ers,,Jerryd Bayless,Wrist
2016-11-27,76ers,Joel Embiid,,Ankle
2016-11-27,Cavaliers,,Iman Shumpert,Hamstring
2016-11-27,Heat,,Dion Waiters,Groin
2016-11-27,Mavericks,,Dirk Nowitzki,Achilles
2016-11-27,Pacers,,Kevin Seraphin,Knee
2016-11-27,Suns,,Jared Dudley,Foot
2016-11-27,Nuggets,,Will Barton,Ankle
2016-11-28,Heat,,Tyler Johnson,Tooth
2016-11-28,Warriors,Draymond Green,,Ankle
2016-11-29,Grizzlies,,Mike Conley Jr.,Lower back
2016-11-29,Grizzlies,,Vince Carter,Hip
2016-11-29,Pistons,,Henry Ellenson,Ankle
2016-11-30,Hawks,,Paul Millsap,Hip
2016-11-30,Heat,,Josh Richardson,Ankle
2016-11-30,Knicks,,Courtney Lee,Ankle
2016-11-30,Lakers,,Nick Young,Calf
2016-11-30,Nuggets,,Darrell Arthur,Ankle
2016-11-30,Spurs,, Tony Parker,Ankle
2016-12-01,Heat,,Derrick Williams,Back
2016-12-01,Jazz,,George Hill,Toe
2016-12-01,Jazz,,Rodney Hood,Hamstring
2016-12-01,Mavericks,,Seth Curry,Knee
2016-12-02,76ers,,Robert Covington,Ankle
2016-12-03,76ers,,Robert Covington,Knee
2016-12-03,Bulls,,Dwyane Wade,Ankle
2016-12-03,Lakers,,Larry Nance Jr.,Knee
2016-12-03,Nets,,Trevor Booker,Ankle
2016-12-05,76ers,,Jahlil Okafor,Intestines
2016-12-05,Cavaliers,,J.R. Smith,Knee
2016-12-05,Heat,,James Johnson,Shoulder
2016-12-05,Pelicans,,E'Twaun Moore,Toe
2016-12-05,Pelicans,,Jrue Holiday,Toe
2016-12-05,Grizzlies,,Brandan Wright,Ankle
2016-12-05,Nets,,Caris LeVert,Foot
2016-12-06,Celtics,,Isaiah Thomas,Groin
2016-12-06,Heat,,Luke Babbitt,Hip flexor
2016-12-06,Lakers,,Tarik Black,Ankle
2016-12-06,Mavericks,,Andrew Bogut,Knee
2016-12-06,Spurs,,Manu Ginobili,Ankle
2016-12-07,Heat,,Rodney McGruder,Ankle
2016-12-07,Jazz,,Rodney Hood,Hamstring
2016-12-07,Nuggets,,Jamal Murray,Quadricep
2016-12-08,Jazz,,Gordon Hayward,Finger
2016-12-09,Raptors,,Bruno Caboclo,Knee
2016-12-09,Raptors,,DeMarre Carroll,Ankle
2016-12-10,76ers,,Joel Embiid,Elbow
2016-12-10,Blazers,,Al-Farouq Aminu,Back
2016-12-10,Clippers,,Blake Griffin,Knee
2016-12-10,Nets,,Justin Hamilton ,Head
2016-12-10,Nuggets,,Wilson Chandler,Hip
2016-12-10,Warriors,,Zaza Pachulia,Wrist
2016-12-11,Clippers,,Austin Rivers,Head
2016-12-12,Blazers,Al-Farouq Aminu,,Ankle
2016-12-12,Nuggets,,Darrell Arthur,Knee
2016-12-12,Nuggets,Wilson Chandler,,Ankle
2016-12-12,Suns,,Alex Len,Hip
2016-12-13,Grizzlies,,Marc Gasol,Ankle
2016-12-13,Thunder,,Victor Oladipo,Wrist
2016-12-14,76ers,,Nerlens Noel,Ankle
2016-12-14,Bucks,,Michael Beasley,Foot
2016-12-14,Cavaliers,,LeBron James,Ankle
2016-12-14,Clippers,,Luc Mbah a Moute,Shoulder
2016-12-14,Grizzlies,,Deyonta Davis,Foot
2016-12-14,Kings,,DeMarcus Cousins,Ankle
2016-12-14,Knicks,,Derrick Rose,Back
2016-12-14,Pelicans,,Tim Frazier,Wrist
2016-12-14,Raptors,,Lucas Nogueira,Knee
2016-12-14,Wizards,,Markieff Morris,Foot
2016-12-15,76ers,,Jerryd Bayless,Wrist
2016-12-15,Pacers,,Rodney Stuckey,Hamstring
2016-12-16,76ers,,Hollis Thompson,Knee
2016-12-16,Cavaliers,,Chris Andersen,Knee
2016-12-16,Heat,,Tyler Johnson,Ankle
2016-12-16,Pelicans,,Solomon Hill,Ankle
2016-12-17,Heat,,Wayne Ellington,Hamstring
2016-12-17,Lakers,,Tarik Black,Ankle
2016-12-18,76ers,,Nik Stauskas,Knee
2016-12-18,Raptors,,Cory Joseph,Ankle
2016-12-18,Wizards,,Jason Smith,Hamstring
2016-12-18,Wizards,,Kelly Oubre Jr.,Head
2016-12-19,Cavaliers,,Kevin Love,Knee
2016-12-19,Clippers,,Blake Griffin,Knee
2016-12-19,Heat,,Rodney McGruder,Ankle
2016-12-19,Rockets,,Clint Capela,Fibula
2016-12-19,Wizards,Jason Smith,,Ankle
2016-12-20,Blazers,,Evan Turner,Ankle
2016-12-20,Jazz,,Derrick Favors,Knee
2016-12-20,Kings,,Omri Casspi,Ankle
2016-12-20,Nets,,Isaiah Whitehead,Foot
2016-12-21,Cavaliers,,J.R. Smith,Thumb
2016-12-21,Hawks,,Tim Hardaway Jr.,Groin
2016-12-21,Jazz,,Dante Exum,Knee
2016-12-21,Jazz,,Rodney Hood,Ankle
2016-12-21,Lakers,,Larry Nance Jr.,Knee
2016-12-22,Lakers,,Larry Nance Jr.,Knee
2016-12-23,76ers,,Nik Stauskas,Knee
2016-12-23,76ers,,Richaun Holmes,Head
2016-12-23,Cavaliers,,J.R. Smith,Thumb
2016-12-23,Cavaliers,,J.R. Smith,Thumb
2016-12-23,Clippers,,Chris Paul,Hamstring
2016-12-23,Hawks,,Kyle Korver,Ankle
2016-12-23,Bucks,,Michael Beasley,Foot
2016-12-23,Lakers,,Tarik Black,Ankle
2016-12-24,Hornets,,Marco Belinelli,Ankle
2016-12-26,Bucks,,Mirza Teletovic,Head
2016-12-26,Bucks,,Steve Novak,Ankle
2016-12-26,Clippers,,J.J. Redick,Hamstring
2016-12-26,Hawks,Kyle Korver,,Ankle
2016-12-27,76ers,,Gerald Henderson Jr.,Hip
2016-12-27,Grizzlies,,Mike Conley Jr.,Toe
2016-12-27,Heat,,Goran Dragic,Back
2016-12-27,Heat,,Josh McRoberts,Foot
2016-12-27,Knicks,,Courtney Lee,Wrist
2016-12-27,Nets,,Jeremy Lin,Hamstring
2016-12-27,Pacers,,Rodney Stuckey,Hamstring
2016-12-27,Rockets,,Patrick Beverley,Quadricep
2016-12-28,Nets,,Joe Harris,Hip
2016-12-28,Spurs,,Kawhi Leonard,Stomach
2016-12-28,Wizards,,Bradley Beal,Ankle
2016-12-28,Wizards,,Daniel Ochefu,Ankle
2016-12-29,76ers,,Joel Embiid,Ankle
2016-12-29,Raptors,,Patrick Patterson,Knee
2016-12-30,76ers,,Jahlil Okafor,Hamstring
2016-12-30,76ers,,Sergio Rodriguez,Ankle
2016-12-30,Bucks,,Matthew Dellavedova,Hamstring
2016-12-30,Celtics,,Avery Bradley,Ankle
2016-12-30,Clippers,,Chris Paul,Hamstring
2016-12-30,Heat,,Goran Dragic,Back
2016-12-30,Pistons,,Marcus Morris,Knee
2016-12-30,Knicks,,Courtney Lee,Wrist
2016-12-30,Knicks,,Maurice N'dour,Ankle
2016-12-31,Bucks,,Miles Plumlee,Index Finger
2016-12-31,Cavaliers,,Kyrie Irving,Hamstring
2016-12-31,Cavaliers,,Mike Dunleavy Jr.,Ankle
2016-12-31,Magic,,Damjan Rudez,Calf
2016-12-31,Rockets,,Patrick Beverley,Wrist
2017-01-01,Heat,,Hassan Whiteside,Eye
2017-01-01,Heat,,Justise Winslow,Shoulder
2017-01-01,Kings,,Ty Lawson,Sinus
2017-01-01,Pistons,,Aron Baynes,Ankle
2017-01-02,Celtics,,Tyler Zeller,Sinus
2017-01-02,Warriors,,JaVale McGee,Ankle
2017-01-02,Wizards,Bradley Beal,,Ankle
2017-01-03,Bulls,,Denzel Valentine,Ankle
2017-01-03,Heat,,James Johnson,Ankle
2017-01-03,Heat,,Tyler Johnson,Head
2017-01-03,Pelicans,,Quincy Pondexter,Knee
2017-01-03,Pistons,,Michael Gbinije,Forearm
2017-01-03,Suns,,Brandon Knight,Wrist
2017-01-03,Kings,,Rudy Gay,Hip
2017-01-04,Cavaliers,,Kevin Love,Ankle
2017-01-04,Grizzlies,,JaMychal Green,Facial bone
2017-01-04,Nets,,Rondae Hollis-Jefferson,Hip
2017-01-05,Heat,,Justise Winslow,Shoulder
2017-01-05,Lakers,,Luol Deng,Bicep
2017-01-05,Nuggets,,Kenneth Faried,Lower Back
2017-01-06,Bucks,,Miles Plumlee,Finger
2017-01-06,Celtics,,Jordan Mickey,Ankle
2017-01-06,Hornets,,Nicolas Batum,Knee
2017-01-06,Nets,Rondae Hollis-Jefferson,,Ankle
2017-01-06,Nuggets,,Nikola Jokic,Ankle
2017-01-07,Heat,,Josh Richardson,Foot
2017-01-07,Nuggets,,Gary Harris,Groin
2017-01-07,Spurs,,David Lee,Knee
2017-01-08,Bucks,,Giannis Antetokounmpo,Ankle
2017-01-08,Clippers,,Austin Rivers,Ankle
2017-01-08,Heat,,Luke Babbitt,Ankle
2017-01-09,Hornets,,Cody Zeller,Ankle
2017-01-09,Knicks,,Mindaugas Kuzminskas,Ankle
2017-01-09,Nets,,Trevor Booker,Hip
2017-01-09,Rockets,,Eric Gordon,Big toe
2017-01-10,Bucks,Miles Plumlee,,Ankle
2017-01-10,Magic,,Serge Ibaka,Shoulder
2017-01-10,Pistons,,Jon Leuer,Knee
2017-01-10,Spurs,,LaMarcus Aldridge,Gut
2017-01-10,Timberwolves,,Zach LaVine,Hip
2017-01-10,Wizards,,Tomas Satoransky,Ankle
2017-01-10,Hornets,,Nicolas Batum,Knee
2017-01-11,Celtics,,Amir Johnson,Ankle
2017-01-11,Celtics,,Avery Bradley,Ankle
2017-01-11,Celtics,,Jaylen Brown,Ankle
2017-01-11,Mavericks,,Andrew Bogut,Hamstring
2017-01-12,Bulls,,Denzel Valentine,Ankle
2017-01-12,Hornets,,Jeremy Lamb,Foot
2017-01-12,Spurs,LaMarcus Aldridge,,Ankle
2017-01-13,Blazers,,Moe Harkless,Calf
2017-01-13,Celtics,Jaylen Brown,,Ankle
2017-01-13,Heat,,Willie Reed,Sternum
2017-01-13,Hornets,Nicolas Batum,,Ankle
2017-01-13,Pistons,,Michael Gbinije,Arm
2017-01-13,Raptors,,Patrick Patterson,Knee
2017-01-13,Spurs,,Dejounte Murray,Ankle
2017-01-14,Magic,,Evan Fournier,Foot
2017-01-14,Spurs,,Patty Mills,Calf
2017-01-14,Suns,,Brandon Knight,Wrist
2017-01-15,Bulls,,Dwyane Wade,Ankle
2017-01-15,Hawks,,Mike Muscala,Ankle
2017-01-15,Jazz,,Rodney Hood,Knee
2017-01-16,76ers,,Nerlens Noel,Ankle
2017-01-16,76ers,,T.J. McConnell,Wrist
2017-01-16,Hawks,,Dwight Howard,Ankle
2017-01-16,Knicks,,Lance Thomas,Orbital
2017-01-16,Nuggets,,Gary Harris,Ankle
2017-01-16,Suns,,Jared Dudley,Head
2017-01-16,Suns,,Tyson Chandler,Intestines
2017-01-16,Thunder,,Steven Adams,Head
2017-01-17,Blazers,,Ed Davis ,Ankle
2017-01-17,Kings,,Omri Casspi,Calf
2017-01-17,Rockets,,Ryan Anderson,Ankle
2017-01-17,Clippers,,Chris Paul,Thumb
2017-01-17,Clippers,,Chris Paul,Thumb
2017-01-18,Celtics,,Avery Bradley,Achilles
2017-01-18,Kings,,Ty Lawson,Ankle
2017-01-18,Magic,,Jodie Meeks,Thumb
2017-01-18,Warriors,,David West,Thumb
2017-01-18,Kings,,Rudy Gay,Achilles
2017-01-18,Knicks,,Kristaps Porzingis,Achilles
2017-01-19,Cavaliers,,Kevin Love,Lower back
2017-01-19,Nuggets,,Danilo Gallinari,Ankle
2017-01-19,Spurs,, Tony Parker,Foot
2017-01-19,Spurs,,Pau Gasol,Ring Finger
2017-01-19,Kings,,Rudy Gay,Achilles
2017-01-20,76ers,,Joel Embiid,Knee
2017-01-20,Magic,,C.J. Wilcox,"Knee
Ankle"
2017-01-20,Mavericks,,Jose Barea ,Calf
2017-01-20,Spurs,,Pau Gasol,Ring Finger
2017-01-21,Blazers,,Ed Davis ,Ankle
2017-01-21,Celtics,,Demetrius Jackson,Ankle
2017-01-21,Grizzlies,,Troy Daniels,Knee
2017-01-21,Heat,,Tyler Johnson,Shoulder
2017-01-21,Lakers,,D'Angelo Russell,"Calf
Knee"
2017-01-21,Nets,,Joe Harris,Ankle
2017-01-21,Rockets,,Ryan Anderson,Ankle
2017-01-21,Celtics,,Tyler Zeller,Sinus
2017-01-22,Mavericks,,Jose Barea ,Calf
2017-01-22,Raptors,,DeMar DeRozan,Ankle
2017-01-22,Spurs,,Manu Ginobili,Back
2017-01-22,Suns,,Dragan Bender,Ankle
2017-01-22,Timberwolves,,Ricky Rubio,Hip
2017-01-23,Celtics,,Gerald Green ,Ankle
2017-01-23,Hornets,,Brian Roberts,Ankle
2017-01-23,Mavericks,,Wes Matthews Jr.,Hip
2017-01-23,Spurs,,Kawhi Leonard,Hand
2017-01-24,76ers,,Jahlil Okafor,Knee
2017-01-24,Magic,,D.J. Augustine,Ankle
2017-01-24,Magic,,Jodie Meeks,Thumb
2017-01-24,Spurs,,Jonathon Simmons,Wrist
2017-01-24,76ers,,Joel Embiid,Knee
2017-01-25,Blazers,,Ed Davis ,"Wrist
Ankle"
2017-01-25,Blazers,,Moe Harkless,Calf
2017-01-25,Blazers,,Tim Quarterman,Ankle
2017-01-25,Grizzlies,,Chandler Parsons,Knee
2017-01-25,Grizzlies,,JaMychal Green,Knee
2017-01-25,Mavericks,,Deron Williams,Toe
2017-01-25,Rockets,,Eric Gordon,Back
2017-01-26,Lakers,,Julius Randle,Ankle
2017-01-26,Thunder,,Enes Kanter,Arm
2017-01-27,Celtics,,Al Horford,Groin
2017-01-27,Grizzlies,Chandler Parsons,,Ankle
2017-01-27,Heat,,Hassan Whiteside,Ankle
2017-01-27,Magic,,C.J. Wilcox,Ankle
2017-01-27,Magic,,Evan Fournier,Foot
2017-01-27,Nets,,Brook Lopez,Ankle
2017-01-27,Nuggets,,Nikola Jokic,Hip Flexor
2017-01-27,Spurs,Kawhi Leonard,,Ankle
2017-01-27,Thunder,,Enes Kanter,Arm
2017-01-28,Grizzlies,,Deyonta Davis,Foot
2017-01-28,Hawks,,Thabo Sefolosha,Groin
2017-01-28,Hornets,,Jeremy Lamb,Metatarsal
2017-01-28,Knicks,,Derrick Rose,Ankle
2017-01-29,Magic,,C.J. Wilcox,Achilles
2017-01-29,Blazers,,Ed Davis ,Wrist
2017-01-30,76ers,,Joel Embiid,Knee
2017-01-30,Cavaliers,,Kevin Love,Back
2017-01-30,Mavericks,,Andrew Bogut,Hamstring
2017-01-31,Knicks,,Kristaps Porzingis,Ankle
2017-01-31,Nuggets,,Will Barton,Ankle
2017-01-31,Pelicans,,Tyreke Evans,Ankle
2017-02-01,76ers,,Robert Covington,Hand/Wrist
2017-02-01,Celtics,,Kelly Olynyk,Shoulder
2017-02-01,Jazz,,Rodney Hood,Knee
2017-02-01,Warriors,,Shaun Livingston,Back
2017-02-01,Warriors,,Zaza Pachulia,Rotator cuff
2017-02-02,76ers,,Nerlens Noel,Respiratory
2017-02-02,Kings,,Garrett Temple,Hamstring
2017-02-02,Nuggets,,Danilo Gallinari,Groin
2017-02-02,Pacers,,Rodney Stuckey,Ankle
2017-02-02,Warriors,,Draymond Green,Shoulder
2017-02-03,Bulls,,Jimmy Butler,Heel
2017-02-03,Hornets,,Ramon Sessions,Knee meniscus
2017-02-03,Kings,,Arron Afflalo,Ankle
2017-02-03,Lakers,,Julius Randle,Ankle
2017-02-03,Mavericks,,Devin Harris,Ankle
2017-02-03,Rockets,,Nene Hilario ,Groin
2017-02-03,Timberwolves,,Adreian Payne,Blood
2017-02-03,Timberwolves,,Kris Dunn,Hand
2017-02-03,Timberwolves,,Zach LaVine,Knee
2017-02-03,Mavericks,,Deron Williams,Toe
2017-02-04,76ers,,Jahlil Okafor,Knee
